6.193621162436312444e-01 2.538596244379689396e-04 -5.778688418119219961e-01 -5.460213195731523639e-01 1.012265543232125697e+00 -7.943217946496218262e-01 -1.343444313998842787e+00 -5.203882624419723379e-01 2.067143825028478599e+00 6.040375639461849078e-01 -1.405151539280817596e+00 -1.021495068346200408e-01 -6.848195533775585098e-01 1.628999712230726704e+00 -6.137535408632909251e-01 1.280777132746105718e+00 6.394279764958740175e-01 -1.136635767366434902e+00 7.172863009535266343e-01 1.314470847992340596e+00
7.903627660299390456e-01 -1.499961175898356425e+00 -8.902612333711534820e-01 1.075701405182992287e+00 8.579253917983169497e-01 -1.641501941756504657e+00 1.468561624824087808e+00 1.996455867226374845e-02 -1.330224184661121523e-01 -1.403958356231685745e+00 2.818454503942238731e-01 2.233093680371857626e-01 3.275958141805141582e-02 3.996225015137702119e-01 1.109736552294146916e+00 5.648552469233799611e-01 -4.855860269183644440e-01 1.491287300861093179e+00 7.973979482990875556e-03 -3.330757649679519927e-01
8.156669332288745133e-01 1.137185009881574782e+00 -3.350379122259697362e-01 7.484264619118282669e-01 2.279890694498111769e-01 3.724736581916272549e-01 -1.150544203527384957e+00 -1.177435084417543187e+00 1.422154437081176059e+00 1.001542703324661776e+00 8.217273255250396868e-01 4.291824577867791035e-01 1.388094930150748363e-01 -7.977031407356064419e-01 -8.669385472809681970e-01 -3.668768968716648593e-01 1.413355916253723477e+00 8.239439379209901881e-01 2.809630593001559706e-01 6.472600461427790997e-01
8.327789435356917069e-01 -1.074038345397787753e+00 1.387118581099814785e+00 6.142890966889168469e-01 3.228497828845877105e-01 -6.896304994697310953e-01 -4.121359405690352418e-01 1.982022198687407311e-01 1.234148907888593882e+00 1.801953674150816642e+00 3.213019105826795951e-01 -4.251531212833554174e-01 -1.350520176894359325e+00 6.808414922292106430e-01 -2.539316392267722655e+00 -1.578311383076378638e+00 1.122591463447361049e+00 1.011054352954869229e+00 -5.567432573338182422e-01 2.255361571801721698e+00
-1.209851804323011093e+00 1.372260166812096394e+00 -2.742886263147174208e+00 -6.017493623895119326e-01 -2.486433880084286230e+00 1.016083063138613296e+00 -1.613787600863205496e+00 -1.630605875722649367e+00 2.044813070666437138e+00 -3.002304232729648414e-01 9.384439879892918501e-01 1.760802311995525726e-01 -4.296371446168660846e-01 3.863413548168661560e-01 -1.021958318176845459e+00 -2.973718800201496926e+00 -2.178210089401260430e-01 -4.516881977606959087e-01 -5.612489252827106839e-02 5.594557174134587862e-01
-1.553879207520868055e+00 1.513218384345086098e-01 8.315936337700418068e-01 -9.019598466180284158e-01 1.915078631229957251e-01 8.871210077024373197e-02 -8.976375362236135858e-02 1.927833946037941226e-01 1.643918133157620920e+00 -1.711817652345908547e+00 7.610204977781140911e-01 -5.256911848130565446e-01 1.303711685715893687e+00 8.888847757483470113e-02 3.867502983010192574e-01 -1.552940132448389576e+00 1.540285778387103788e+00 1.015080002142385140e+00 -1.085912740503928650e-02 1.326413899614745429e+00
5.397296386355876496e-01 -1.774521608153513785e+00 3.482045637458185960e-01 -6.686418953624464478e-01 2.459461519215977721e-01 6.997159679919108255e-01 7.820206213243475757e-01 -9.376149249022680543e-01 -1.309683779960868488e+00 1.397167300609821750e+00 2.022898184818534784e+00 3.549230955813634930e-02 6.115837412188732669e-01 6.978974985291451771e-01 -4.240643525531473390e-01 5.084801104511227354e-01 -4.475776802001396604e-01 1.341514963889742229e-01 2.841018473195834559e+00 3.793824454861741691e-01
5.841603874239147398e-01 2.186531360690988635e+00 -8.340328438712872605e-02 1.514916665050168199e+00 1.923671521390193595e+00 -1.218599244779903223e+00 -1.041482680317265874e+00 -2.321675572409820809e+00 -1.057658129294090976e+00 2.217755748922829451e+00 1.312988062541379675e+00 -2.195383287959760954e-01 -1.473931909548567454e+00 5.565862692352013807e-01 2.283041590892525841e-01 1.015143761137201839e+00 -3.396792220957525754e-01 9.387165428598161221e-02 8.122643411058938501e-01 6.596247641818294705e-01
2.457660263000018830e+00 -4.089102469598029921e-01 -1.248359473687448817e+00 1.372354656139350704e+00 1.161484228521552226e-01 -6.981866266516574548e-02 -1.418584285278559509e+00 3.252954390464116163e-01 1.871341583931317720e-01 -1.221075702972473698e+00 -2.754007078896273941e-01 5.172437516854353490e-01 -2.896622056651993460e-01 -2.246453319210835187e-01 8.644515266601444647e-01 3.213718616770795400e-01 -1.693142288973329135e-01 5.627505596039634739e-01 -5.646507312538097123e-01 7.959752190336889521e-01
-3.288531435595042351e-01 -2.576332352095120903e-01 -9.771014899115156860e-01 -1.287107166035217576e+00 2.084407257470017316e-01 1.965999394503480602e+00 4.384769731688353267e-01 -2.276233260804336467e-01 -1.407330316167567208e+00 9.492870767272519883e-01 2.270972743559445672e-01 1.547440255339586956e+00 4.700212055079905360e-01 5.860229474449860643e-01 6.499117107897941503e-01 -9.929259309413098755e-01 4.739893870230155737e-01 1.282210132045954465e-01 -4.085630317371546916e-01 7.973272428417294000e-01
